dog_id,date,breed,sex,age_months,age_years,height_cm,length_cm,weight_kg,avg_daily_play_min,avg_daily_walk_min,activity_minutes,activity_score_percent,sleep_hours,rer,mer_multiplier,calories_per_day,activity_cluster,activity_label
DOG0341,2025-07-09,German Shepherd,M,25,2.08,53.3,52.9,26.02,35.1,29.5,64.6,4.49,10.4,806.5,1.2,986.1,0,Normal
DOG0342,2025-07-29,Bulldog,M,2,0.17,36.5,34.6,14.34,41.3,54.5,95.8,6.65,11.9,515.8,2.0037024068324167,1015.1,2,Hyperactive
DOG0343,2025-09-18,Chihuahua,F,12,1.0,18.1,17.2,2.54,51.3,10.8,62.1,4.31,11.3,140.8,1.27,193.4,0,Normal
DOG0344,2025-02-02,Mixed,F,6,0.5,33.7,44.1,12.08,27.8,43.8,71.6,4.97,10.7,453.6,1.6420412174327137,775.0,2,Hyperactive
DOG0345,2025-11-23,Dachshund,F,55,4.58,15.4,14.3,8.84,32.9,55.3,88.2,6.12,10.0,358.9,1.25,400.0,2,Hyperactive
DOG0346,2025-08-04,Bulldog,F,20,1.67,39.0,46.7,21.17,60.4,49.9,110.3,7.66,10.8,690.9,1.24,883.7,0,Normal
DOG0347,2025-04-11,Beagle,M,35,2.92,41.2,44.2,12.13,37.5,21.1,58.6,4.07,12.3,455.0,1.19,518.5,1,Low activity
DOG0348,2025-04-05,Boxer,M,60,5.0,59.7,60.0,31.45,9.8,73.0,82.8,5.75,10.8,929.6,1.22,1279.1,2,Hyperactive
DOG0349,2025-06-29,Dachshund,M,87,7.25,18.3,17.7,11.64,36.6,81.8,118.4,8.22,10.2,441.1,1.28,539.8,2,Hyperactive
DOG0350,2025-03-02,Bulldog,M,98,8.17,35.9,48.4,18.73,18.7,46.7,65.4,4.54,10.4,630.2,1.23,742.6,2,Hyperactive
DOG0351,2025-02-06,Mixed,F,4,0.33,37.9,47.7,10.21,0.0,0.0,0.0,0.0,10.9,399.8,2.5091579655626024,997.1,1,Low activity
DOG0352,2025-02-18,Golden Retriever,F,17,1.42,56.5,57.6,30.08,9.2,0.0,9.2,0.64,11.6,899.1,1.22,1128.1,1,Low activity
DOG0353,2025-09-11,Labrador Retriever,M,36,3.0,60.4,73.2,32.98,33.4,44.1,77.5,5.38,10.7,963.4,1.19,1245.7,2,Hyperactive
DOG0354,2025-05-30,Chihuahua,M,28,2.33,22.9,24.9,1.9,34.6,75.2,109.8,7.63,12.1,113.3,1.21,121.8,2,Hyperactive
DOG0355,2025-01-17,Poodle (Standard),M,24,2.0,47.7,59.3,27.44,18.4,23.3,41.7,2.9,12.2,839.2,1.24,1105.0,1,Low activity
DOG0356,2024-12-29,Mixed,M,2,0.17,44.8,58.6,10.97,52.2,46.2,98.4,6.83,11.3,421.9,2.546247600130851,1037.7,0,Normal
DOG0357,2025-01-25,Beagle,M,118,9.83,40.2,45.2,10.21,26.7,54.7,81.4,5.65,11.0,399.8,1.22,523.2,2,Hyperactive
DOG0358,2025-05-29,French Bulldog,M,2,0.17,28.8,32.4,6.52,26.3,10.3,36.6,2.54,11.2,285.6,2.358727019546099,730.4,1,Low activity
DOG0359,2025-05-14,Bulldog,M,24,2.0,39.6,52.1,20.96,42.9,44.9,87.8,6.1,10.5,685.7,1.14,772.4,2,Hyperactive
DOG0360,2025-02-26,Mixed,F,4,0.33,48.1,48.4,11.21,69.3,18.0,87.3,6.06,12.5,428.8,2.32876012755445,957.2,0,Normal
DOG0361,2025-07-28,German Shepherd,M,11,0.92,62.7,63.9,31.32,3.9,43.2,47.1,3.27,11.8,926.8,1.8775661819541871,1798.5,1,Low activity
DOG0362,2025-01-10,German Shepherd,F,15,1.25,63.4,61.1,31.59,23.7,50.6,74.3,5.16,9.3,932.7,1.26,1250.4,2,Hyperactive
DOG0363,2025-06-14,Labrador Retriever,F,27,2.25,58.6,56.0,31.68,33.2,51.6,84.8,5.89,11.7,934.7,1.33,1312.1,2,Hyperactive
DOG0364,2025-07-31,Boxer,F,2,0.17,52.9,72.3,14.01,100.3,0.0,100.3,6.97,10.5,506.9,2.5122605638762607,1292.9,0,Normal
DOG0365,2025-11-17,French Bulldog,F,6,0.5,31.9,36.8,8.21,29.5,69.8,99.3,6.9,11.8,339.5,1.6370047501725746,564.6,2,Hyperactive
DOG0366,2025-01-04,Golden Retriever,F,37,3.08,51.2,55.5,25.3,10.8,68.2,79.0,5.49,10.1,789.7,1.24,891.1,2,Hyperactive
DOG0367,2025-08-25,Beagle,M,5,0.42,37.9,46.3,7.26,65.7,9.8,75.5,5.24,13.3,309.6,2.920040052545904,886.9,1,Low activity
DOG0368,2025-05-20,Mixed,M,13,1.08,49.0,60.8,19.46,37.1,70.2,107.3,7.45,12.1,648.6,1.2,688.3,2,Hyperactive
DOG0369,2025-05-21,French Bulldog,M,6,0.5,32.6,37.5,9.13,43.7,0.0,43.7,3.03,10.4,367.7,1.8344161222605693,620.5,0,Normal
DOG0370,2025-11-04,Golden Retriever,M,47,3.92,54.0,53.7,28.63,56.8,2.4,59.2,4.11,11.2,866.4,1.19,1026.0,0,Normal
DOG0371,2024-12-08,German Shepherd,F,66,5.5,61.9,86.1,30.67,12.4,98.8,111.2,7.72,12.5,912.3,1.2,1152.2,2,Hyperactive
DOG0372,2025-01-20,Shih Tzu,M,63,5.25,25.1,25.2,6.31,50.2,28.7,78.9,5.48,10.0,278.7,1.24,357.2,0,Normal
DOG0373,2025-02-03,Shih Tzu,F,15,1.25,20.6,26.0,5.4,13.4,0.0,13.4,0.93,13.5,248.0,1.1,253.9,1,Low activity
DOG0374,2025-02-23,Beagle,F,67,5.58,42.2,44.7,10.89,8.1,12.4,20.5,1.42,12.1,419.6,1.18,464.0,1,Low activity
DOG0375,2025-02-13,Beagle,M,7,0.58,42.3,46.7,9.08,53.9,114.4,168.3,11.69,9.6,366.2,1.7009419474650953,617.8,2,Hyperactive
DOG0376,2025-04-07,Dachshund,M,40,3.33,18.6,24.2,11.6,49.5,31.6,81.1,5.63,10.7,440.0,1.15,436.9,0,Normal
DOG0377,2025-03-01,Mixed,M,8,0.67,50.6,61.5,17.35,60.5,75.8,136.3,9.47,9.4,595.1,1.9638316701898317,1190.3,2,Hyperactive
DOG0378,2025-10-05,Golden Retriever,M,48,4.0,60.5,55.3,37.36,16.5,89.2,105.7,7.34,10.1,1057.8,1.31,1314.5,2,Hyperactive
DOG0379,2025-06-13,Boxer,F,168,14.0,56.0,64.3,20.89,5.5,30.7,36.2,2.51,12.0,684.0,1.2,861.3,1,Low activity
DOG0380,2025-03-22,French Bulldog,M,49,4.08,28.5,27.4,10.07,37.1,67.8,104.9,7.28,10.3,395.7,1.3,544.0,2,Hyperactive
DOG0381,2025-05-23,German Shepherd,F,52,4.33,54.6,65.3,27.2,39.8,65.8,105.6,7.33,12.9,833.7,1.21,1017.9,2,Hyperactive
DOG0382,2025-04-28,Shih Tzu,F,45,3.75,21.3,20.7,5.26,0.0,19.3,19.3,1.34,14.9,243.1,1.21,296.6,1,Low activity
DOG0383,2024-12-04,Beagle,M,41,3.42,40.3,41.7,10.69,41.3,53.8,95.1,6.6,11.3,413.8,1.27,532.3,2,Hyperactive
DOG0384,2025-10-08,Siberian Husky,F,49,4.08,54.8,60.4,22.49,18.9,38.4,57.3,3.98,11.2,722.9,1.22,824.0,1,Low activity
DOG0385,2025-09-07,Mixed,M,16,1.33,26.4,26.7,15.71,38.7,32.2,70.9,4.92,12.2,552.4,1.22,680.0,1,Low activity
DOG0386,2025-07-25,Shih Tzu,M,3,0.25,27.9,28.0,4.48,95.7,46.5,142.2,9.87,10.9,215.6,2.9077508002412378,630.8,0,Normal
DOG0387,2025-11-08,Shih Tzu,M,66,5.5,25.0,33.6,5.22,58.8,22.3,81.1,5.63,10.3,241.7,1.24,302.4,0,Normal
DOG0388,2025-11-20,Boxer,F,13,1.08,62.9,65.9,31.11,7.0,36.8,43.8,3.04,13.6,922.1,1.17,1121.2,1,Low activity
DOG0389,2025-10-11,Dachshund,F,17,1.42,17.1,16.1,10.49,39.2,3.3,42.5,2.95,12.8,408.0,1.23,510.2,1,Low activity
DOG0390,2024-12-20,Beagle,F,12,1.0,34.3,37.0,9.37,12.9,99.4,112.3,7.8,10.8,374.9,1.26,499.6,2,Hyperactive
DOG0391,2025-06-03,Siberian Husky,M,59,4.92,56.4,59.5,22.84,49.3,38.2,87.5,6.08,10.7,731.3,1.19,974.7,0,Normal
DOG0392,2025-01-16,Poodle (Standard),F,54,4.5,58.1,80.5,26.01,39.8,43.5,83.3,5.78,11.0,806.2,1.28,1037.6,2,Hyperactive
DOG0393,2025-09-05,Labrador Retriever,M,33,2.75,59.7,60.5,30.87,75.8,26.5,102.3,7.1,12.2,916.7,1.21,1010.3,0,Normal
DOG0394,2025-02-21,Beagle,M,9,0.75,36.0,36.9,8.42,44.5,0.0,44.5,3.09,10.7,346.0,2.0478712773142687,716.1,0,Normal
DOG0395,2025-10-03,French Bulldog,F,11,0.92,31.6,42.2,12.0,89.6,46.6,136.2,9.46,11.5,451.3,1.6105870961071636,829.5,0,Normal
DOG0396,2025-07-19,French Bulldog,M,28,2.33,29.8,38.6,11.46,16.6,79.5,96.1,6.67,12.7,436.0,1.31,552.9,2,Hyperactive
DOG0397,2024-11-29,Beagle,M,2,0.17,36.0,46.8,6.1,18.3,0.9,19.2,1.33,8.4,271.7,2.218273198781494,600.9,0,Normal
DOG0398,2025-05-08,Shih Tzu,M,3,0.25,23.0,29.6,3.17,84.1,4.8,88.9,6.17,11.0,166.3,2.223602548323671,388.0,0,Normal
DOG0399,2025-04-04,Beagle,M,29,2.42,40.8,54.3,10.7,32.9,32.9,65.8,4.57,12.0,414.1,1.15,458.4,1,Low activity
DOG0400,2025-01-23,Pomeranian,F,30,2.5,29.8,31.1,2.43,18.5,9.2,27.7,1.92,12.7,136.2,1.16,162.7,1,Low activity
DOG0401,2025-09-22,Golden Retriever,F,21,1.75,60.6,69.1,30.39,0.4,57.9,58.3,4.05,11.7,906.0,1.29,1129.7,2,Hyperactive
DOG0402,2025-11-16,Labrador Retriever,F,10,0.83,58.3,81.6,26.53,51.9,0.8,52.7,3.66,13.2,818.3,1.9212480013068807,1610.0,1,Low activity
DOG0403,2025-02-09,Chihuahua,F,7,0.58,16.0,14.8,2.17,57.9,35.1,93.0,6.46,11.3,125.2,1.9585679145594765,250.5,0,Normal
DOG0404,2025-08-01,Mixed,F,8,0.67,50.2,50.1,16.1,29.1,37.3,66.4,4.61,10.4,562.6,2.151112918265873,1271.1,2,Hyperactive
DOG0405,2024-12-02,Golden Retriever,F,32,2.67,55.6,70.8,24.72,35.9,19.5,55.4,3.85,11.8,776.0,1.22,1016.2,1,Low activity
DOG0406,2025-07-05,Mixed,F,2,0.17,33.3,45.1,10.98,34.9,16.7,51.6,3.58,10.5,422.2,2.179651217955342,867.2,0,Normal
DOG0407,2024-12-30,German Shepherd,M,20,1.67,60.0,62.5,29.71,11.6,75.7,87.3,6.06,11.4,890.8,1.21,1073.5,2,Hyperactive
DOG0408,2025-06-14,Bulldog,F,95,7.92,35.7,40.9,18.18,10.5,62.1,72.6,5.04,11.8,616.3,1.11,658.2,2,Hyperactive
DOG0409,2025-08-12,Labrador Retriever,F,37,3.08,59.0,68.8,32.12,36.2,89.8,126.0,8.75,9.2,944.5,1.23,1213.8,2,Hyperactive
DOG0410,2025-06-27,Labrador Retriever,M,4,0.33,62.4,71.0,26.44,17.9,32.1,50.0,3.47,11.9,816.2,2.673008166288677,2187.3,1,Low activity
DOG0411,2025-02-10,German Shepherd,M,77,6.42,54.2,69.2,23.35,19.5,15.1,34.6,2.4,13.0,743.6,1.22,942.7,1,Low activity
DOG0412,2025-05-20,Mixed,F,73,6.08,38.3,50.8,17.09,13.9,31.4,45.3,3.15,12.8,588.4,1.25,696.1,1,Low activity
DOG0413,2025-09-20,Shih Tzu,F,2,0.17,21.2,24.8,2.86,61.1,0.0,61.1,4.24,11.3,153.9,2.9285077519437785,473.0,0,Normal
DOG0414,2025-11-03,Dachshund,F,9,0.75,20.1,22.0,10.82,8.2,0.0,8.2,0.57,12.9,417.6,1.6092989450957143,684.2,1,Low activity
DOG0415,2025-07-21,Poodle (Standard),F,9,0.75,44.8,48.3,20.61,91.5,57.4,148.9,10.34,10.7,677.1,2.190593187288425,1426.1,0,Normal
DOG0416,2025-01-02,Chihuahua,M,36,3.0,18.4,24.5,2.58,3.3,39.5,42.8,2.97,12.5,142.5,1.2,174.6,1,Low activity
DOG0417,2024-12-22,Shih Tzu,M,22,1.83,22.8,25.7,5.45,10.5,19.6,30.1,2.09,11.1,249.7,1.13,266.5,1,Low activity
DOG0418,2025-04-26,French Bulldog,M,93,7.75,32.5,29.5,12.66,23.1,45.5,68.6,4.76,8.6,469.8,1.27,690.7,2,Hyperactive
DOG0419,2025-06-21,Beagle,M,3,0.25,39.5,42.6,7.48,79.0,18.1,97.1,6.74,11.8,316.6,2.4159136542975093,756.7,0,Normal
DOG0420,2025-01-03,Golden Retriever,M,41,3.42,51.5,54.8,29.46,38.7,69.4,108.1,7.51,10.2,885.2,1.27,1032.5,2,Hyperactive
DOG0421,2024-11-26,Mixed,F,26,2.17,47.8,43.1,18.56,73.1,21.8,94.9,6.59,10.6,625.9,1.29,821.1,0,Normal
DOG0422,2025-09-14,Labrador Retriever,M,38,3.17,58.1,69.3,30.02,0.8,36.6,37.4,2.6,11.4,897.8,1.23,1104.1,1,Low activity
DOG0423,2025-09-19,Siberian Husky,F,5,0.42,59.5,61.8,18.18,36.0,25.7,61.7,4.28,11.9,616.3,2.456099526662592,1432.8,1,Low activity
DOG0424,2024-12-02,French Bulldog,F,53,4.42,28.3,38.5,8.59,75.0,31.3,106.3,7.38,14.5,351.2,1.19,418.5,1,Low activity
DOG0425,2025-11-03,Shih Tzu,M,9,0.75,24.4,29.7,4.62,49.1,0.0,49.1,3.41,11.0,220.6,2.166131887389646,504.1,0,Normal
DOG0426,2025-07-25,Golden Retriever,M,5,0.42,60.0,82.1,25.13,39.9,32.1,72.0,5.0,11.2,785.7,2.4423937407481935,1917.3,0,Normal
DOG0427,2025-11-22,Golden Retriever,F,16,1.33,51.1,65.2,26.71,35.6,66.1,101.7,7.06,11.1,822.4,1.22,919.9,2,Hyperactive
DOG0428,2025-07-21,Shih Tzu,F,11,0.92,27.3,28.9,5.24,36.0,28.1,64.1,4.45,10.2,242.4,1.600240926415204,379.3,0,Normal
DOG0429,2025-09-28,Beagle,M,119,9.92,36.7,33.5,9.93,13.3,43.1,56.4,3.92,13.2,391.6,1.2,473.0,1,Low activity
DOG0430,2025-01-01,Shih Tzu,F,62,5.17,25.3,34.9,5.85,20.9,63.9,84.8,5.89,11.6,263.3,1.28,342.7,2,Hyperactive
DOG0431,2025-09-22,German Shepherd,M,11,0.92,63.7,58.6,34.8,20.7,36.4,57.1,3.97,11.3,1003.0,2.1936097084252237,2208.7,1,Low activity
DOG0432,2025-04-13,Beagle,F,9,0.75,37.5,41.3,9.06,43.3,59.5,102.8,7.14,10.9,365.5,1.9456955978955799,672.2,2,Hyperactive
DOG0433,2025-08-01,Poodle (Standard),M,9,0.75,46.2,47.8,22.44,97.0,50.2,147.2,10.22,13.1,721.7,1.907545729554527,1357.7,0,Normal
DOG0434,2025-06-13,Dachshund,F,14,1.17,12.7,14.6,8.71,36.3,82.6,118.9,8.26,8.4,354.9,1.26,481.0,2,Hyperactive
DOG0435,2025-10-03,German Shepherd,F,26,2.17,56.4,59.2,31.5,0.0,17.9,17.9,1.24,10.3,930.7,1.17,1174.3,1,Low activity
DOG0436,2025-02-24,German Shepherd,F,29,2.42,64.0,68.0,31.37,5.0,43.1,48.1,3.34,13.2,927.9,1.21,1113.8,1,Low activity
DOG0437,2025-10-12,German Shepherd,M,42,3.5,56.2,63.8,30.19,88.7,70.4,159.1,11.05,10.0,901.6,1.28,1144.1,0,Normal
DOG0438,2025-09-13,Golden Retriever,F,23,1.92,55.0,57.9,26.47,40.2,57.9,98.1,6.81,8.2,816.9,1.22,979.5,2,Hyperactive
DOG0439,2024-12-20,Dachshund,F,12,1.0,17.3,15.8,10.12,29.8,11.1,40.9,2.84,12.1,397.2,1.18,425.5,1,Low activity
DOG0440,2025-10-13,Boxer,M,64,5.33,57.0,76.7,32.12,19.8,38.7,58.5,4.06,11.7,944.5,1.21,1151.1,1,Low activity
DOG0441,2025-08-31,French Bulldog,M,65,5.42,29.8,39.0,11.73,0.0,81.3,81.3,5.65,8.9,443.7,1.21,530.3,2,Hyperactive
DOG0442,2025-07-24,Boxer,M,75,6.25,59.1,81.5,30.73,47.1,31.7,78.8,5.47,9.8,913.6,1.3,1188.5,0,Normal
DOG0443,2025-04-06,Dachshund,F,64,5.33,14.3,19.6,9.18,0.0,55.9,55.9,3.88,13.0,369.2,1.25,432.9,1,Low activity
DOG0444,2025-09-02,Chihuahua,M,45,3.75,19.8,27.3,1.89,44.0,26.7,70.7,4.91,9.7,112.8,1.23,140.9,0,Normal
DOG0445,2025-07-28,Chihuahua,M,18,1.5,18.2,17.9,2.28,37.3,28.8,66.1,4.59,13.5,129.9,1.19,177.5,1,Low activity
DOG0446,2025-11-16,German Shepherd,M,27,2.25,62.0,78.6,31.78,43.6,74.6,118.2,8.21,10.6,936.9,1.21,1144.2,2,Hyperactive
DOG0447,2025-07-24,Beagle,M,9,0.75,43.3,54.9,10.45,73.7,79.1,152.8,10.61,7.9,406.9,1.733249312925394,698.0,2,Hyperactive
DOG0448,2025-02-27,Poodle (Standard),M,7,0.58,60.2,57.7,23.95,58.3,27.6,85.9,5.97,10.9,757.8,2.0021523856266157,1556.1,0,Normal
DOG0449,2025-10-24,Chihuahua,F,58,4.83,20.2,26.7,2.08,22.3,20.5,42.8,2.97,12.3,121.2,1.17,144.3,1,Low activity
DOG0450,2025-10-03,Poodle (Standard),F,79,6.58,51.8,70.0,24.6,38.5,57.7,96.2,6.68,10.8,773.2,1.23,960.6,2,Hyperactive
DOG0451,2025-03-03,Mixed,F,2,0.17,36.4,44.4,9.55,36.5,53.3,89.8,6.24,12.8,380.3,2.8079380300142835,1076.6,1,Low activity
DOG0452,2025-10-10,Boxer,F,23,1.92,59.6,76.8,27.82,0.0,37.1,37.1,2.58,12.6,847.9,1.24,1131.8,1,Low activity
DOG0453,2024-12-31,Shih Tzu,F,26,2.17,24.1,30.7,6.51,31.9,35.0,66.9,4.65,12.4,285.3,1.18,311.7,1,Low activity
DOG0454,2024-12-22,Boxer,M,77,6.42,58.6,77.5,27.88,37.0,33.2,70.2,4.88,11.5,849.3,1.21,1094.3,1,Low activity
DOG0455,2025-11-07,Poodle (Standard),F,27,2.25,60.4,55.4,25.24,12.5,36.1,48.6,3.38,12.5,788.3,1.23,988.6,1,Low activity
DOG0456,2025-09-15,German Shepherd,M,30,2.5,64.1,80.4,33.39,61.7,0.0,61.7,4.28,11.7,972.3,1.29,1392.0,0,Normal
DOG0457,2025-02-05,Labrador Retriever,F,6,0.5,60.4,63.5,28.45,39.5,41.1,80.6,5.6,9.8,862.3,1.6949698304196243,1409.0,2,Hyperactive
DOG0458,2025-03-02,Golden Retriever,F,10,0.83,60.5,81.4,29.67,21.0,38.8,59.8,4.15,13.0,889.9,1.974820401643965,1699.3,1,Low activity
DOG0459,2025-04-29,Boxer,M,44,3.67,53.1,56.4,28.34,27.2,51.9,79.1,5.49,11.3,859.8,1.24,1113.2,2,Hyperactive
DOG0460,2025-06-20,Shih Tzu,M,40,3.33,23.6,23.6,5.69,21.7,24.4,46.1,3.2,14.0,257.9,1.2,288.8,1,Low activity
DOG0461,2025-03-26,Boxer,F,10,0.83,50.8,51.4,19.35,32.0,13.1,45.1,3.13,12.7,645.8,1.8286881292208415,1262.6,1,Low activity
DOG0462,2025-10-14,Shih Tzu,F,7,0.58,23.1,25.3,3.74,64.9,26.8,91.7,6.37,12.7,188.3,1.8466893594040834,359.5,0,Normal
DOG0463,2024-11-30,Bulldog,F,34,2.83,37.4,42.9,22.06,7.1,18.5,25.6,1.78,11.6,712.5,1.14,785.1,1,Low activity
DOG0464,2025-04-19,Shih Tzu,M,12,1.0,19.0,20.7,5.68,14.2,47.9,62.1,4.31,10.5,257.5,1.29,352.2,2,Hyperactive
DOG0465,2025-03-24,Dachshund,M,37,3.08,13.6,12.6,11.76,0.0,27.1,27.1,1.88,10.7,444.5,1.16,504.6,1,Low activity
DOG0466,2025-04-25,Labrador Retriever,F,23,1.92,61.2,67.8,32.29,0.0,65.4,65.4,4.54,10.7,948.2,1.23,1081.6,2,Hyperactive
DOG0467,2024-12-10,Labrador Retriever,F,39,3.25,58.3,65.1,31.18,64.3,103.1,167.4,11.62,10.1,923.6,1.29,1121.5,2,Hyperactive
DOG0468,2025-02-19,German Shepherd,M,101,8.42,56.6,74.2,28.95,46.9,2.9,49.8,3.46,11.6,873.6,1.17,896.1,0,Normal
DOG0469,2024-12-13,Beagle,F,83,6.92,35.4,38.6,9.52,17.8,45.1,62.9,4.37,10.7,379.4,1.34,519.2,2,Hyperactive
DOG0470,2025-05-13,Mixed,M,51,4.25,43.4,44.1,18.6,23.5,45.3,68.8,4.78,11.1,626.9,1.24,819.1,2,Hyperactive
DOG0471,2024-12-25,Golden Retriever,F,8,0.67,54.3,70.1,23.07,109.1,30.9,140.0,9.72,11.6,736.9,1.7644070682313286,1257.5,0,Normal
DOG0472,2025-04-04,Golden Retriever,M,43,3.58,57.7,60.7,31.05,23.9,29.6,53.5,3.72,11.1,920.8,1.21,1195.9,1,Low activity
DOG0473,2025-01-04,Dachshund,F,23,1.92,19.7,22.6,10.96,40.6,4.4,45.0,3.12,13.1,421.7,1.21,514.9,1,Low activity
DOG0474,2025-10-31,Labrador Retriever,F,17,1.42,57.7,77.2,29.67,55.4,18.2,73.6,5.11,11.4,889.9,1.28,1134.3,0,Normal
DOG0475,2025-03-20,Dachshund,M,3,0.25,20.7,22.7,8.32,12.7,51.3,64.0,4.44,9.8,342.9,2.9486540809029904,1031.3,2,Hyperactive
DOG0476,2025-03-05,Mixed,M,2,0.17,31.6,32.2,11.23,50.7,17.4,68.1,4.73,12.0,429.4,2.7304162650197354,1112.9,0,Normal
DOG0477,2025-01-09,French Bulldog,M,13,1.08,28.5,35.4,10.3,37.3,61.2,98.5,6.84,11.2,402.5,1.28,506.9,2,Hyperactive
DOG0478,2025-01-06,Golden Retriever,F,51,4.25,52.7,72.6,24.35,46.3,64.7,111.0,7.71,10.6,767.3,1.26,943.5,2,Hyperactive
DOG0479,2025-05-13,Golden Retriever,F,9,0.75,49.8,60.5,22.71,61.8,40.3,102.1,7.09,11.8,728.2,2.1825428268699216,1667.3,0,Normal
DOG0480,2025-08-29,Chihuahua,M,13,1.08,19.4,26.0,3.16,0.0,16.9,16.9,1.17,11.1,165.9,1.23,217.5,1,Low activity
DOG0481,2025-02-17,Golden Retriever,F,7,0.58,58.7,55.9,24.5,123.8,55.2,179.0,12.43,6.6,770.9,2.0331861770791186,1661.8,0,Normal
DOG0482,2025-04-22,Bulldog,M,36,3.0,34.8,35.4,20.25,21.4,68.3,89.7,6.23,10.9,668.2,1.17,726.2,2,Hyperactive
DOG0483,2025-03-05,French Bulldog,M,40,3.33,28.8,28.7,10.64,38.5,53.3,91.8,6.38,10.6,412.4,1.23,502.2,2,Hyperactive
DOG0484,2025-04-13,Chihuahua,F,94,7.83,22.0,27.8,1.94,30.3,19.0,49.3,3.42,12.1,115.1,1.19,125.7,1,Low activity
DOG0485,2025-02-06,Rottweiler,F,51,4.25,57.8,55.2,43.62,2.2,44.6,46.8,3.25,11.2,1188.1,1.31,1455.5,2,Hyperactive
DOG0486,2025-05-28,Rottweiler,F,57,4.75,70.8,98.4,54.99,38.8,31.5,70.3,4.88,13.1,1413.5,1.32,1965.7,1,Low activity
DOG0487,2025-09-26,Chihuahua,M,5,0.42,21.4,19.6,2.04,48.0,2.9,50.9,3.53,12.2,119.5,2.1275681513642843,259.6,1,Low activity
DOG0488,2025-03-14,Labrador Retriever,M,25,2.08,61.0,60.7,34.03,53.0,89.6,142.6,9.9,10.0,986.3,1.32,1226.8,2,Hyperactive
DOG0489,2025-09-24,Golden Retriever,M,14,1.17,56.3,65.0,27.47,35.0,8.9,43.9,3.05,10.7,839.9,1.24,1080.6,0,Normal
DOG0490,2025-09-15,Bulldog,M,42,3.5,32.1,42.1,19.4,39.5,74.7,114.2,7.93,10.7,647.1,1.33,850.6,2,Hyperactive
DOG0491,2025-06-22,German Shepherd,M,33,2.75,63.4,62.2,35.07,35.8,74.9,110.7,7.69,11.7,1008.8,1.3,1287.2,2,Hyperactive
DOG0492,2025-06-21,Labrador Retriever,M,60,5.0,55.5,64.3,25.9,47.2,69.3,116.5,8.09,8.6,803.7,1.2,997.4,2,Hyperactive
DOG0493,2024-11-26,Beagle,M,24,2.0,35.9,38.4,10.53,22.9,38.0,60.9,4.23,12.7,409.2,1.26,514.3,1,Low activity
DOG0494,2025-05-14,Labrador Retriever,F,45,3.75,61.8,69.5,35.39,51.9,97.3,149.2,10.36,9.0,1015.7,1.27,1096.7,2,Hyperactive
DOG0495,2025-10-06,Mixed,M,21,1.75,29.2,27.0,17.12,45.9,25.3,71.2,4.94,12.0,589.1,1.22,682.8,1,Low activity
DOG0496,2025-04-06,Dachshund,M,73,6.08,13.3,14.8,9.11,11.0,76.1,87.1,6.05,11.4,367.1,1.24,457.0,2,Hyperactive
DOG0497,2025-08-30,German Shepherd,F,29,2.42,62.3,59.7,32.68,61.3,36.1,97.4,6.76,11.1,956.8,1.27,1142.7,0,Normal
DOG0498,2025-08-25,Mixed,M,117,9.75,53.3,74.5,17.29,0.8,5.3,6.1,0.42,11.4,593.5,1.12,669.8,1,Low activity
DOG0499,2024-12-17,Dachshund,F,54,4.5,14.5,15.9,9.26,12.1,26.0,38.1,2.65,11.8,371.6,1.17,398.1,1,Low activity
DOG0500,2025-09-18,Rottweiler,M,13,1.08,59.5,82.5,43.91,30.1,42.2,72.3,5.02,12.0,1194.0,1.19,1516.2,1,Low activity
DOG0501,2025-11-05,German Shepherd,M,23,1.92,59.6,64.3,31.6,20.1,61.7,81.8,5.68,10.1,933.0,1.26,1316.9,2,Hyperactive
DOG0502,2025-04-05,Dachshund,F,86,7.17,13.7,16.0,9.94,13.5,53.5,67.0,4.65,11.7,391.9,1.29,537.9,2,Hyperactive
DOG0503,2025-10-05,Siberian Husky,M,60,5.0,59.1,78.2,23.81,44.7,22.8,67.5,4.69,10.3,754.5,1.28,892.7,0,Normal
DOG0504,2025-04-28,Mixed,F,76,6.33,40.5,54.7,17.12,0.4,0.0,0.4,0.03,10.8,589.1,1.15,632.5,1,Low activity
DOG0505,2024-12-17,Golden Retriever,M,13,1.08,52.9,48.1,27.87,49.9,23.8,73.7,5.12,11.8,849.1,1.26,1024.9,0,Normal
DOG0506,2024-12-31,Mixed,F,28,2.33,41.2,50.6,14.85,48.5,39.9,88.4,6.14,8.6,529.5,1.19,583.7,0,Normal
DOG0507,2025-08-07,Shih Tzu,M,87,7.25,28.6,27.3,6.92,32.2,31.1,63.3,4.4,11.0,298.7,1.28,355.2,1,Low activity
DOG0508,2025-07-29,Golden Retriever,F,28,2.33,61.2,84.1,33.96,56.6,0.0,56.6,3.93,13.1,984.7,1.12,1087.1,1,Low activity
DOG0509,2025-08-09,Pomeranian,M,45,3.75,22.4,22.4,1.94,6.1,63.6,69.7,4.84,8.6,115.1,1.22,136.7,2,Hyperactive
DOG0510,2024-12-24,Bulldog,F,2,0.17,39.0,36.3,13.43,34.4,21.6,56.0,3.89,11.5,491.1,2.593940620943405,1223.1,1,Low activity
DOG0511,2025-07-19,Poodle (Standard),M,2,0.17,59.4,63.5,16.06,14.7,25.1,39.8,2.76,11.3,561.6,2.6582837834261572,1434.4,1,Low activity
